Name,Symbol,Exchange,Code,Sector,Industry,Listing_status,Delisting_date,New_listing_date
Sungrow Power Supply,300274,심천,s03,복합기업,복합기업,O,null,null
Shenzhen Jiawei Photovoltaic Lighting,300317,심천,s03,복합기업,복합기업,O,null,null
Guangdong Delian Group A,2666,심천,s03,복합기업,복합기업,O,null,null
Jiajia Food A,2650,심천,s03,복합기업,복합기업,O,null,null
SkyNet,8176,홍콩,s03,복합기업,복합기업,O,null,null
Bright Smart Securities & Commodities,1428,홍콩,s03,복합기업,복합기업,O,null,null
Newton Resources,1231,홍콩,s03,복합기업,복합기업,O,null,null
Alstom,GEPO,BSE,s03,복합기업,복합기업,O,null,null
Alstom,GEPO,NSE,s03,복합기업,복합기업,O,null,null
BSE,BSEL,NSE,s03,복합기업,복합기업,O,null,null
TGB Banquets Hotels Ltd,TGBB,NSE,s03,복합기업,복합기업,O,null,null
TGB Banquets Hotels Ltd,TGBB,BSE,s03,복합기업,복합기업,O,null,null
Lypsa Gems,LYPS,BSE,s03,복합기업,복합기업,O,null,null
Lypsa Gems,LYPS,NSE,s03,복합기업,복합기업,O,null,null
Eidai Kako,7877,도쿄,s03,복합기업,복합기업,O,null,null
Sakurai,7255,도쿄,s03,복합기업,복합기업,O,null,null
GeneOne Life Science,11000,서울,s03,복합기업,복합기업,O,null,null
텍스트론,TXT,멕시코,s03,복합기업,복합기업,O,null,null
텍스트론,TXT,뉴욕,s03,복합기업,복합기업,O,null,null
Bloomin' Brands Inc,BLMN,나스닥,s03,복합기업,복합기업,O,null,null
USANA Hlth Sci,USNA,뉴욕,s03,복합기업,복합기업,O,null,null
SunCoke Energy,SXC,뉴욕,s03,복합기업,복합기업,O,null,null
Alstom,AOMFF,OTC Markets,s03,복합기업,복합기업,O,null,null
ThuDuc Electro Mechanical JSC,EMC,Ho Chi Minh,s03,복합기업,복합기업,O,null,null
